fa_ffcl_shrt,scenario,decade,contnnt,spatial_scale,mean,median,sd,min,max,n_model,agreement,wilcox_p,SD > mean,Loss,,,,,,,,,,,
Samoa,ssp126,2091-2100,Oceania,countries,-9.621888573,-6.271935707,8.159374411,-21.30527128,-0.448438669,10,100,1.17E-07,,0.664289931,,,,,,,,,,,
Samoa,ssp585,2041-2050,Oceania,countries,-15.49476009,-15.43150132,12.38887431,-37.83094764,-0.267337414,10,100,0.009229588,,,,,,,,,,,,,
Samoa,ssp585,2091-2100,Oceania,countries,-28.66130465,-19.84004377,26.58207356,-69.34908435,11.34536327,10,90,1.17E-07,,,,,,,,,,,,,
Solomon Islands,ssp126,2041-2050,Oceania,countries,-13.24795575,-11.56997914,6.306336774,-20.70867647,-1.879121587,10,100,0.177809929,,,,,,,,,,,,,
Solomon Islands,ssp126,2091-2100,Oceania,countries,-12.90659375,-5.749997006,11.46351071,-28.48559664,-3.001664396,10,100,1.67E-18,,0.703293836,,,,,,,,,,,
Solomon Islands,ssp585,2041-2050,Oceania,countries,-16.29971418,-9.835973798,12.86864094,-35.74780808,-2.494283964,10,100,0.177809929,,,,,,,,,,,,,
Solomon Islands,ssp585,2091-2100,Oceania,countries,-43.49958087,-40.59397747,25.127723,-74.46284133,-4.7602791,10,100,1.67E-18,,,,,,,,,,,,,
Tokelau,ssp126,2041-2050,Oceania,countries,-11.81984124,-11.8046965,5.833472331,-24.05823702,-0.350496093,10,100,0.223212816,,,,,,,,,,,,,
Tokelau,ssp126,2091-2100,Oceania,countries,-11.79384388,-12.67094179,5.446977434,-18.57760376,-0.334234351,10,100,6.87E-20,,0.702962649,,,,,,,,,,,
Tokelau,ssp585,2041-2050,Oceania,countries,-14.02921171,-12.44540911,8.547192566,-31.77601228,-0.455643032,10,100,0.223212816,,,,,,,,,,,,,
Tokelau,ssp585,2091-2100,Oceania,countries,-39.70491869,-43.67055349,21.01878417,-64.37862338,-1.062328972,10,100,6.87E-20,,,,,,,,,,,,,
Tonga,ssp126,2041-2050,Oceania,countries,3.226357454,4.578964797,14.61332097,-18.75559916,23.04384585,10,50,0.002437259,,,,,,,,,,,,,
Tonga,ssp126,2091-2100,Oceania,countries,-2.735552141,1.875781737,12.89238382,-27.97403609,10.48655473,10,50,2.32E-13,,0.894719449,,,,,,,,,,,
Tonga,ssp585,2041-2050,Oceania,countries,-5.308561553,1.371066751,15.70797225,-31.46191729,11.27383633,10,50,0.002437259,,,,,,,,,,,,,
Tonga,ssp585,2091-2100,Oceania,countries,-25.98345193,-16.70802686,21.73224909,-58.20725471,-2.928452041,10,100,2.32E-13,,,,,,,,,,,,,
Tuvalu,ssp126,2041-2050,Oceania,countries,-14.96362216,-15.06647361,6.734804776,-25.12007588,-0.91339656,10,100,0.87477312,,,,,,,,,,,,,
Tuvalu,ssp126,2091-2100,Oceania,countries,-12.10263986,-11.69661859,6.348960669,-21.64970507,-0.936896283,10,100,3.04E-22,,0.739718326,,,,,,,,,,,
Tuvalu,ssp585,2041-2050,Oceania,countries,-15.04483509,-16.74206653,6.515370093,-23.67965244,-1.046114006,10,100,0.87477312,,,,,,,,,,,,,
Tuvalu,ssp585,2091-2100,Oceania,countries,-46.4982404,-54.41140399,21.25641559,-67.38376915,-2.427771553,10,100,3.04E-22,,,,,,,,,,,,,
Vanuatu,ssp126,2041-2050,Oceania,countries,-4.878952148,-4.437804599,7.592422537,-13.74745172,11.30568558,10,90,0.401298693,,,,,,,,,,,,,
Vanuatu,ssp126,2091-2100,Oceania,countries,-6.393251358,-1.257497645,13.0537855,-25.28213667,11.33124952,10,60,0.000112566,,0.714667038,,,,,,,,,,,
Vanuatu,ssp585,2041-2050,Oceania,countries,-8.297570497,-1.242709961,16.4327682,-33.8670739,15.72048468,10,60,0.401298693,,,,,,,,,,,,,
Vanuatu,ssp585,2091-2100,Oceania,countries,-22.40628396,-8.437494832,28.41897719,-62.65030547,16.88000711,10,80,0.000112566,,,,,,,,,,,,,
Wake Island,ssp126,2041-2050,Oceania,countries,-3.490177236,-0.562583715,11.46597902,-18.51331642,12.6827816,10,50,0.713074548,,,,,,,,,,,,,
Wake Island,ssp126,2091-2100,Oceania,countries,-3.907819607,-2.129223999,11.2617095,-18.20891535,10.50868334,10,70,0.50552394,,0.561276291,,,,,,,,,,,
Wake Island,ssp585,2041-2050,Oceania,countries,-4.395593543,-0.77965289,16.63125281,-28.19908767,16.92654993,10,60,0.713074548,,,,,,,,,,,,,
Wake Island,ssp585,2091-2100,Oceania,countries,-8.907245097,-1.251335618,36.88334135,-56.15589532,47.05617091,10,50,0.50552394,,,,,,,,,,,,,
Wallis and Futuna Islands,ssp126,2041-2050,Oceania,countries,-12.29160169,-11.44189857,7.056515051,-22.79185554,-0.745638093,10,100,0.122239032,,,,,,,,,,,,,
Wallis and Futuna Islands,ssp126,2091-2100,Oceania,countries,-12.09026808,-11.52183745,7.706212082,-22.20187239,-1.303136033,10,100,5.72E-07,,0.597521004,,,,,,,,,,,
Wallis and Futuna Islands,ssp585,2041-2050,Oceania,countries,-15.15947295,-14.75929311,12.42748869,-34.95539786,0.664287824,10,90,0.122239032,,,,,,,,,,,,,
Wallis and Futuna Islands,ssp585,2091-2100,Oceania,countries,-30.03950072,-22.15373398,26.21345645,-68.16672194,9.576926205,10,90,5.72E-07,,,,,,,,,,,,,
Arctic Sea,ssp126,2041-2050,,FAO_area,20.72641358,4.910438651,44.15215229,-48.28304875,111.8513329,10,70,0.19238775,,,,,,,,,,,,,
Arctic Sea,ssp126,2091-2100,,FAO_area,37.79996814,12.72545708,66.96599511,-53.9218769,150.1818852,10,70,0.100345898,,0.613299661,,,,,,,,,,,
Arctic Sea,ssp585,2041-2050,,FAO_area,27.59074538,8.105439741,52.54936044,-50.92176139,146.1098965,10,90,0.19238775,,0.71774181,,,,,,,,,,,
Arctic Sea,ssp585,2091-2100,,FAO_area,97.75002577,22.63639673,180.9536041,-78.24630813,533.4804312,10,90,0.100345898,,,,,,,,,,,,,
"Atlantic, Antarctic",ssp126,2041-2050,,FAO_area,-0.513785108,-0.641264229,3.152265528,-4.931959988,6.484773753,10,80,0.255372141,,,,,,,,,,,,,
"Atlantic, Antarctic",ssp126,2091-2100,,FAO_area,-3.127849627,-2.058130227,6.398925674,-18.97132444,4.628868948,10,80,0.473291025,,-0.307538321,,,,,,,,,,,
"Atlantic, Antarctic",ssp585,2041-2050,,FAO_area,0.019573206,-0.34298845,2.897993588,-4.147296911,6.257088579,10,60,0.255372141,,1.008182208,,,,,,,,,,,
"Atlantic, Antarctic",ssp585,2091-2100,,FAO_area,-2.392166697,-2.302288144,10.24295166,-21.46773849,16.1983406,10,60,0.473291025,,,,,,,,,,,,,
"Atlantic, Eastern Central",ssp126,2041-2050,,FAO_area,-10.43268649,-9.282742037,5.319297143,-20.13242806,-3.591016626,10,100,0.00092627,,,,,,,,,,,,,
"Atlantic, Eastern Central",ssp126,2091-2100,,FAO_area,-10.8927984,-9.608451697,7.657004311,-24.46740579,-1.278378531,10,100,2.15E-15,,0.572012524,,,,,,,,,,,
"Atlantic, Eastern Central",ssp585,2041-2050,,FAO_area,-13.91696431,-14.01934281,4.759781721,-22.04037528,-8.194728885,10,100,0.00092627,,0.453190428,,,,,,,,,,,
"Atlantic, Eastern Central",ssp585,2091-2100,,FAO_area,-25.45120827,-26.59016507,12.89158428,-43.62861097,-5.784482207,10,100,2.15E-15,,,,,,,,,,,,,
"Atlantic, Northeast",ssp126,2041-2050,,FAO_area,-8.929877364,-7.436545511,6.028295795,-19.47376623,-1.020743967,10,100,6.90E-08,,,,,,,,,,,,,
"Atlantic, Northeast",ssp126,2091-2100,,FAO_area,-8.603137125,-7.505011948,9.388260189,-26.22723759,4.825481553,10,80,5.48E-31,,0.755240889,,,,,,,,,,,
"Atlantic, Northeast",ssp585,2041-2050,,FAO_area,-0.893952661,0.187828699,8.591529137,-13.12595739,13.36033819,10,50,6.90E-08,,,,,,,,,,,,,
"Atlantic, Northeast",ssp585,2091-2100,,FAO_area,-35.14940506,-35.7048247,7.467134386,-47.21288082,-20.51475177,10,100,5.48E-31,,,,,,,,,,,,,
"Atlantic, Northwest",ssp126,2041-2050,,FAO_area,-10.6527284,-9.976409942,4.091419529,-17.06048956,-3.161151191,10,100,0.206945058,,,,,,,,,,,,,
"Atlantic, Northwest",ssp126,2091-2100,,FAO_area,-10.31328179,-9.36794271,4.814849992,-20.63680063,-5.520304694,10,100,2.01E-31,,0.706353158,,,,,,,,,,,
"Atlantic, Northwest",ssp585,2041-2050,,FAO_area,-11.7395065,-11.51167863,2.877354714,-17.16360738,-7.278933982,10,100,0.206945058,,0.665744709,,,,,,,,,,,
"Atlantic, Northwest",ssp585,2091-2100,,FAO_area,-35.12137818,-35.85330151,11.29616326,-53.78777001,-20.99589941,10,100,2.01E-31,,,,,,,,,,,,,
"Atlantic, Southeast",ssp126,2041-2050,,FAO_area,-3.167134142,-2.751985599,2.176645204,-6.011661325,0.088571527,10,90,4.39E-14,,,,,,,,,,,,,
"Atlantic, Southeast",ssp126,2091-2100,,FAO_area,-2.692751346,-2.972769729,3.392141198,-8.665817008,2.95250466,10,80,3.14E-27,,0.851040702,,,,,,,,,,,
"Atlantic, Southeast",ssp585,2041-2050,,FAO_area,-7.584892245,-8.440824731,2.777576415,-10.82605426,-3.220988945,10,100,4.39E-14,,0.580414202,,,,,,,,,,,
"Atlantic, Southeast",ssp585,2091-2100,,FAO_area,-18.07709481,-17.49140203,9.467673419,-34.05769398,-4.808623039,10,100,3.14E-27,,,,,,,,,,,,,
"Atlantic, Southwest",ssp126,2041-2050,,FAO_area,-3.417690303,-3.781170301,2.407526799,-6.050169771,0.885147889,10,80,2.58E-10,,,,,,,,,,,,,
"Atlantic, Southwest",ssp126,2091-2100,,FAO_area,-4.410366235,-3.197977758,4.14205354,-10.42590776,1.698079959,10,90,3.86E-30,,0.803337055,,,,,,,,,,,
"Atlantic, Southwest",ssp585,2041-2050,,FAO_area,-6.774727294,-6.732240949,3.110582958,-11.81823179,-2.084973869,10,100,2.58E-10,,0.697907668,,,,,,,,,,,
"Atlantic, Southwest",ssp585,2091-2100,,FAO_area,-22.42601543,-20.19145239,9.382065305,-35.79052905,-7.78912823,10,100,3.86E-30,,,,,,,,,,,,,
"Atlantic, Western Central",ssp126,2041-2050,,FAO_area,-8.783840177,-11.6570378,8.362071591,-23.04169983,2.367276355,10,80,0.001263906,,,,,,,,,,,,,
"Atlantic, Western Central",ssp126,2091-2100,,FAO_area,-5.302550048,-4.763776957,4.855887914,-12.5840463,3.053221502,10,90,3.86E-30,,0.818289174,,,,,,,,,,,
"Atlantic, Western Central",ssp585,2041-2050,,FAO_area,-12.91873973,-15.02164463,10.15296155,-29.40114327,2.051096154,10,90,0.001263906,,0.557293219,,,,,,,,,,,
"Atlantic, Western Central",ssp585,2091-2100,,FAO_area,-29.18125561,-32.22168204,10.02436499,-40.33727384,-12.28709672,10,100,3.86E-30,,,,,,,,,,,,,
China,ssp126,2041-2050,,top_7_countries,-11.98651413,-11.71515437,3.017522662,-18.26173894,-8.446739892,10,100,0.33386392,,,,,,,,,,,,,
China,ssp126,2091-2100,,top_7_countries,-9.120540672,-7.986922462,3.72299997,-16.53472275,-4.661424502,10,100,6.11E-27,,,,,,,,,,,,,
China,ssp585,2041-2050,,top_7_countries,-11.31601801,-10.53995156,4.284197166,-18.02020584,-4.656418004,10,100,0.33386392,,,,,,,,,,,,,
China,ssp585,2091-2100,,top_7_countries,-30.93187206,-30.77411118,11.82451267,-48.24617672,-8.863477494,10,100,6.11E-27,,,,,,,,,,,,,
India,ssp126,2041-2050,,top_7_countries,-7.210368153,-7.316071752,3.540609003,-14.56119575,-0.964947351,10,100,0.019947819,,,,,,,,,,,,,
India,ssp126,2091-2100,,top_7_countries,-9.334120298,-9.394450871,3.799356822,-18.91430307,-6.059361505,10,100,2.36E-18,,,,,,,,,,,,,
India,ssp585,2041-2050,,top_7_countries,-8.654891067,-9.115475366,2.521578821,-11.03474145,-2.136567316,10,100,0.019947819,,,,,,,,,,,,,
India,ssp585,2091-2100,,top_7_countries,-19.63883109,-21.46380526,8.060867212,-29.04098195,0.746262483,10,90,2.36E-18,,,,,,,,,,,,,
"Indian Ocean, Antarctic",ssp126,2041-2050,,FAO_area,-2.103268171,-2.967958981,3.909119001,-6.273661351,6.329039156,10,80,0.718548131,,,,,,,,,,,,,
"Indian Ocean, Antarctic",ssp126,2091-2100,,FAO_area,-4.324037076,-3.635508812,4.38542492,-11.56730052,3.60525568,10,90,0.006003488,0.313757303,,,,,,,,,,,,
"Indian Ocean, Antarctic",ssp585,2041-2050,,FAO_area,-2.283555094,-2.561642435,4.018879633,-8.336724137,5.446192435,10,80,0.718548131,,,,,,,,,,,,,
"Indian Ocean, Antarctic",ssp585,2091-2100,,FAO_area,-6.30103183,-6.996912052,8.428516281,-16.59223937,9.130151564,10,80,0.006003488,,,,,,,,,,,,,
"Indian Ocean, Eastern",ssp126,2041-2050,,FAO_area,-5.435399357,-4.539738903,3.654713217,-12.40062732,-1.024288868,10,100,6.71E-05,,,,,,,,,,,,,
"Indian Ocean, Eastern",ssp126,2091-2100,,FAO_area,-8.194728257,-7.33684708,5.131661934,-18.04237654,-0.400953411,10,100,5.93E-15,0.573429105,,,,,,,,,,,,
"Indian Ocean, Eastern",ssp585,2041-2050,,FAO_area,-7.539238742,-6.610448456,3.483306082,-13.16993214,-3.349074162,10,100,6.71E-05,,,,,,,,,,,,,
"Indian Ocean, Eastern",ssp585,2091-2100,,FAO_area,-19.21070647,-17.4167478,9.934917285,-32.28987861,-4.113872675,10,100,5.93E-15,,,,,,,,,,,,,
"Indian Ocean, Western",ssp126,2041-2050,,FAO_area,-4.502300466,-3.054383658,4.196036825,-15.91442821,-1.244468076,10,100,2.53E-11,,,,,,,,,,,,,
"Indian Ocean, Western",ssp126,2091-2100,,FAO_area,-3.363322613,-1.268664212,6.741402954,-21.84609527,1.451379798,10,80,1.70E-27,0.854336612,,,,,,,,,,,,
"Indian Ocean, Western",ssp585,2041-2050,,FAO_area,-9.574855186,-8.335599093,4.458069437,-20.39763592,-4.108285732,10,100,2.53E-11,,,,,,,,,,,,,
"Indian Ocean, Western",ssp585,2091-2100,,FAO_area,-23.08969094,-20.42197277,8.364309028,-40.02336775,-12.56618262,10,100,1.70E-27,,,,,,,,,,,,,
Indonesia,ssp126,2041-2050,,top_7_countries,-8.668183615,-7.407978743,6.584346057,-20.08206871,1.340850406,10,90,0.009496109,,,,,,,,,,,,,
Indonesia,ssp126,2091-2100,,top_7_countries,-9.051895679,-6.944876962,5.701452833,-18.70454991,-1.275001243,10,100,2.56E-17,,,,,,,,,,,,,
Indonesia,ssp585,2041-2050,,top_7_countries,-12.35760968,-10.16997239,6.312274928,-23.06526196,-2.843208294,10,100,0.009496109,,,,,,,,,,,,,
Indonesia,ssp585,2091-2100,,top_7_countries,-24.91387227,-21.96933103,12.26615063,-41.26544033,-7.067349014,10,100,2.56E-17,,,,,,,,,,,,,
"Pacific, Antarctic",ssp126,2041-2050,,FAO_area,-4.205907285,-4.247171295,4.278541902,-12.98016616,2.536696272,10,80,0.197437152,,,,,,,,,,,,,
"Pacific, Antarctic",ssp126,2091-2100,,FAO_area,-8.363559769,-5.556775526,8.26617444,-27.95806871,1.694538365,10,90,0.243324193,,-0.203370607,,,,,,,,,,,
"Pacific, Antarctic",ssp585,2041-2050,,FAO_area,-3.139206544,-3.466592162,3.669964363,-8.977421682,3.215842496,10,90,0.197437152,,0.548322845,,,,,,,,,,,
"Pacific, Antarctic",ssp585,2091-2100,,FAO_area,-6.950111394,-5.308198578,10.41793443,-28.60179477,8.939223082,10,80,0.243324193,,,,,,,,,,,,,
"Pacific, Eastern Central",ssp126,2041-2050,,FAO_area,-7.617645031,-7.590578307,3.176884027,-12.74380627,-2.227966815,10,100,0.011970069,,,,,,,,,,,,,
"Pacific, Eastern Central",ssp126,2091-2100,,FAO_area,-8.189951899,-8.101471366,4.699273681,-13.76785058,-1.129054264,10,100,1.80E-31,,0.71641928,,,,,,,,,,,
"Pacific, Eastern Central",ssp585,2041-2050,,FAO_area,-9.432001874,-9.17178081,3.223104626,-17.71374,-5.869838237,10,100,0.011970069,,0.673412748,,,,,,,,,,,
"Pacific, Eastern Central",ssp585,2091-2100,,FAO_area,-28.88049614,-31.6330281,7.244241853,-37.4032505,-18.51151053,10,100,1.80E-31,,,,,,,,,,,,,
"Pacific, Northeast",ssp126,2041-2050,,FAO_area,-14.94288188,-14.98095299,6.152367865,-26.32787852,-6.658785281,10,100,0.381054543,,,,,,,,,,,,,
"Pacific, Northeast",ssp126,2091-2100,,FAO_area,-22.90309201,-23.74369346,9.613576829,-36.31366355,-7.147211607,10,100,2.45E-11,,0.503260235,,,,,,,,,,,
"Pacific, Northeast",ssp585,2041-2050,,FAO_area,-18.09605128,-18.40302381,10.39208832,-37.13410822,-2.781476719,10,100,0.381054543,,,,,,,,,,,,,
"Pacific, Northeast",ssp585,2091-2100,,FAO_area,-46.10682219,-53.44559772,24.39015635,-75.60665307,-5.358119565,10,100,2.45E-11,,,,,,,,,,,,,
"Pacific, Northwest",ssp126,2041-2050,,FAO_area,-10.73196613,-9.114540954,6.211970476,-25.67090142,-4.640740747,10,100,0.002210825,,,,,,,,,,,,,
"Pacific, Northwest",ssp126,2091-2100,,FAO_area,-13.71145006,-11.80470843,6.287788426,-26.15915493,-5.860710775,10,100,2.02E-28,,0.653735474,,,,,,,,,,,
"Pacific, Northwest",ssp585,2041-2050,,FAO_area,-14.91298253,-12.64935731,6.97510709,-30.65142421,-7.741489873,10,100,0.002210825,,0.623392361,,,,,,,,,,,
"Pacific, Northwest",ssp585,2091-2100,,FAO_area,-39.59819451,-37.7807403,14.9187587,-69.97100821,-18.52363382,10,100,2.02E-28,,,,,,,,,,,,,
"Pacific, Southeast",ssp126,2041-2050,,FAO_area,-5.786483578,-4.989628864,2.792460992,-10.54498987,-1.861897857,10,100,0.121062271,,,,,,,,,,,,,
"Pacific, Southeast",ssp126,2091-2100,,FAO_area,-6.516542418,-5.33987928,3.592735442,-12.48431778,-2.993479898,10,100,7.93E-31,,0.728614524,,,,,,,,,,,
"Pacific, Southeast",ssp585,2041-2050,,FAO_area,-6.753038261,-5.579176984,3.336284454,-12.33962896,-2.535942797,10,100,0.121062271,,0.718765507,,,,,,,,,,,
"Pacific, Southeast",ssp585,2091-2100,,FAO_area,-24.01212662,-21.37972146,8.015695626,-36.3529042,-15.38114736,10,100,7.93E-31,,,,,,,,,,,,,
"Pacific, Southwest",ssp126,2041-2050,,FAO_area,-5.363690214,-5.586888137,2.184220003,-8.0832796,-0.764516169,10,100,7.91E-06,,,,,,,,,,,,,
"Pacific, Southwest",ssp126,2091-2100,,FAO_area,-7.004414776,-7.586453169,5.520085674,-18.96636728,0.495608258,10,90,3.75E-30,,0.724173348,,,,,,,,,,,
"Pacific, Southwest",ssp585,2041-2050,,FAO_area,-7.690801278,-8.488952614,2.552629317,-11.42745603,-4.010201229,10,100,7.91E-06,,0.697144153,,,,,,,,,,,
"Pacific, Southwest",ssp585,2091-2100,,FAO_area,-25.39426382,-26.14190849,7.776312475,-37.94671936,-12.363567,10,100,3.75E-30,,,,,,,,,,,,,
"Pacific, Western Central",ssp126,2041-2050,,FAO_area,-7.047563165,-2.825097982,8.375773217,-18.33991167,4.403708407,10,90,0.140982589,,,,,,,,,,,,,
"Pacific, Western Central",ssp126,2091-2100,,FAO_area,-7.223690926,-4.615986735,6.927805965,-16.46394043,1.226089118,10,90,5.15E-12,,0.754775552,,,,,,,,,,,
"Pacific, Western Central",ssp585,2041-2050,,FAO_area,-8.918610898,-6.595502675,6.450129534,-17.05447373,0.10036945,10,90,0.140982589,,0.697237679,,,,,,,,,,,
"Pacific, Western Central",ssp585,2091-2100,,FAO_area,-29.45746636,-22.38248532,22.85552413,-60.81562539,-4.548779322,10,100,5.15E-12,,,,,,,,,,,,,
Peru,ssp126,2041-2050,,top_7_countries,-6.026972638,-5.533872391,5.669974183,-17.10632722,2.591546609,10,80,0.008592267,,,,,,,,,,,,,
Peru,ssp126,2091-2100,,top_7_countries,-8.269621059,-6.205311188,6.538418161,-18.80178443,-0.628029216,10,100,1.43E-24,,,,,,,,,,,,,
Peru,ssp585,2041-2050,,top_7_countries,-10.04077258,-8.879644973,7.129082516,-23.13078423,0.215132312,10,90,0.008592267,,,,,,,,,,,,,
Peru,ssp585,2091-2100,,top_7_countries,-37.28002237,-37.31644651,20.42420339,-81.53141432,-13.50343082,10,100,1.43E-24,,,,,,,,,,,,,
Russia,ssp126,2041-2050,,top_7_countries,-2.106641424,-2.272782427,2.864235758,-8.342847211,1.762612015,10,80,0.003074737,,,,,,,,,,,,,
Russia,ssp126,2091-2100,,top_7_countries,-5.237585777,-4.376392331,4.583143476,-12.58177774,1.717186334,10,90,2.15E-19,,,,,,,,,,,,,
Russia,ssp585,2041-2050,,top_7_countries,-4.19892156,-3.343246415,4.063740475,-10.48575575,1.013790592,10,80,0.003074737,,,,,,,,,,,,,
Russia,ssp585,2091-2100,,top_7_countries,-19.77405086,-17.78672865,11.89320268,-44.45505368,-2.638161719,10,100,2.15E-19,,,,,,,,,,,,,
United States of America,ssp126,2041-2050,,top_7_countries,-8.409974152,-8.243766203,4.134591327,-18.81720653,-3.678323008,10,100,0.001263906,,,,,,,,,,,,,
United States of America,ssp126,2091-2100,,top_7_countries,-9.634515186,-9.247467444,3.424510787,-16.34189155,-5.026165554,10,100,2.16E-26,,,,,,,,,,,,,
United States of America,ssp585,2041-2050,,top_7_countries,-11.12083192,-10.29481803,6.529242827,-26.61600197,-3.03272503,10,100,0.001263906,,,,,,,,,,,,,
United States of America,ssp585,2091-2100,,top_7_countries,-28.96225302,-29.77732807,12.91131944,-56.45915318,-9.288094412,10,100,2.16E-26,,,,,,,,,,,,,
Viet Nam,ssp126,2041-2050,,top_7_countries,-10.14178779,-10.26110264,4.107344738,-16.50369591,-5.126411024,10,100,0.058112531,,,,,,,,,,,,,
Viet Nam,ssp126,2091-2100,,top_7_countries,-8.4187454,-6.965264314,4.942922715,-16.50319069,-1.722824879,10,100,9.43E-21,,,,,,,,,,,,,
Viet Nam,ssp585,2041-2050,,top_7_countries,-11.59430115,-11.84963788,4.173096588,-17.15014743,-4.493006723,10,100,0.058112531,,,,,,,,,,,,,
Viet Nam,ssp585,2091-2100,,top_7_countries,-22.79397193,-23.99482796,8.931580181,-33.52518957,-2.354104234,10,100,9.43E-21,,,,,,,,,,,,,
global,ssp126,2041-2050,,global,-5.804110728,-5.495007641,1.578855375,-8.051021113,-3.030713559,10,100,1.65E-08,,,,,,,,,,,,,
global,ssp126,2091-2100,,global,-6.850903163,-7.263869414,2.484956848,-9.28680724,-2.766215128,10,100,1.56E-31,,0.715664296,,,,,,,,,,,
global,ssp585,2041-2050,,global,-7.677100945,-7.666761822,2.123677707,-11.92175952,-4.071676802,10,100,1.65E-08,,,,,,,,,,,,,
global,ssp585,2091-2100,,global,-24.09441752,-24.23877086,7.746600029,-37.77774567,-9.319851115,10,100,1.56E-31,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,21,0.58974359,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
